study_id,source,sheet,field,run1,run2,type,key,row,fields,check,status,detail,issue,field_or_row,explanation,suggested_fix,reviewer_decision,corrected_value
anand-2020,consensus,muscle,,,,only_in_run2,"['ct_l3', 'tpa', 'men']","{'Modality': 'CT_L3', 'Metric': 'TPA', 'Unit': 'mm2', 'Group': 'Men', 'N': 114, 'Value': 2723, 'SD': 50.6, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_se', 'Notes': 'Total psoas area'}",,,,,,,,,,
anand-2020,consensus,muscle,,,,only_in_run2,"['ct_l3', 'plvi', 'women']","{'Modality': 'CT_L3', 'Metric': 'PLVI', 'Unit': 'ratio', 'Group': 'Women', 'N': 135, 'Value': 1.51, 'SD': 0.31, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Psoas lumbar vertebral index'}",,,,,,,,,,
anand-2020,consensus,muscle,,,,only_in_run2,"['ct_l3', 'plvi', 'women']","{'Modality': 'CT_L3', 'Metric': 'PLVI', 'Unit': 'ratio', 'Group': 'Women', 'N': 135, 'Value': 1.51, 'SD': 0.026, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_se', 'Notes': 'Psoas lumbar vertebral index'}",,,,,,,,,,
anand-2020,consensus,muscle,,,,only_in_run2,"['ct_l3', 'plvi', 'men']","{'Modality': 'CT_L3', 'Metric': 'PLVI', 'Unit': 'ratio', 'Group': 'Men', 'N': 114, 'Value': 2.05, 'SD': 0.46, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Psoas lumbar vertebral index'}",,,,,,,,,,
anand-2020,consensus,muscle,,,,only_in_run2,"['ct_l3', 'plvi', 'men']","{'Modality': 'CT_L3', 'Metric': 'PLVI', 'Unit': 'ratio', 'Group': 'Men', 'N': 114, 'Value': 2.05, 'SD': 0.04, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_se', 'Notes': 'Psoas lumbar vertebral index'}",,,,,,,,,,
anand-2020,consensus,muscle,,,,only_in_run2,"['ct_l3', 'csa', 'women cases']","{'Modality': 'CT_L3', 'Metric': 'CSA', 'Unit': 'mm2', 'Group': 'Women Cases', 'N': None, 'Value': 1103, 'SD': 297, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Total psoas cross-sectional area'}",,,,,,,,,,
anand-2020,consensus,muscle,,,,only_in_run2,"['ct_l3', 'csa', 'women controls']","{'Modality': 'CT_L3', 'Metric': 'CSA', 'Unit': 'mm2', 'Group': 'Women Controls', 'N': None, 'Value': 1379, 'SD': 323, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Total psoas cross-sectional area'}",,,,,,,,,,
anand-2020,consensus,muscle,,,,only_in_run2,"['ct_l3', 'csa', 'men cases']","{'Modality': 'CT_L3', 'Metric': 'CSA', 'Unit': 'mm2', 'Group': 'Men Cases', 'N': None, 'Value': 1699, 'SD': 354, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Total psoas cross-sectional area'}",,,,,,,,,,
anand-2020,consensus,muscle,,,,only_in_run2,"['ct_l3', 'csa', 'men controls']","{'Modality': 'CT_L3', 'Metric': 'CSA', 'Unit': 'mm2', 'Group': 'Men Controls', 'N': None, 'Value': 2025, 'SD': 408, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Total psoas cross-sectional area'}",,,,,,,,,,
anand-2020,consensus,muscle,,,,only_in_run2,"['dynamometer', 'grip_strength', 'women cases']","{'Modality': 'Dynamometer', 'Metric': 'Grip_strength', 'Unit': 'kg', 'Group': 'Women Cases', 'N': None, 'Value': 14.3, 'SD': 5.6, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Handgrip strength'}",,,,,,,,,,
anand-2020,consensus,muscle,,,,only_in_run2,"['dynamometer', 'grip_strength', 'women controls']","{'Modality': 'Dynamometer', 'Metric': 'Grip_strength', 'Unit': 'kg', 'Group': 'Women Controls', 'N': None, 'Value': 15.8, 'SD': 4.7, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Handgrip strength'}",,,,,,,,,,
anand-2020,consensus,muscle,,,,only_in_run2,"['dynamometer', 'grip_strength', 'men cases']","{'Modality': 'Dynamometer', 'Metric': 'Grip_strength', 'Unit': 'kg', 'Group': 'Men Cases', 'N': None, 'Value': 23.02, 'SD': 9.2, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Handgrip strength'}",,,,,,,,,,
anand-2020,consensus,muscle,,,,only_in_run2,"['dynamometer', 'grip_strength', 'men controls']","{'Modality': 'Dynamometer', 'Metric': 'Grip_strength', 'Unit': 'kg', 'Group': 'Men Controls', 'N': None, 'Value': 30.22, 'SD': 5.8, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Handgrip strength'}",,,,,,,,,,
anand-2020,consensus,muscle,,,,only_in_run2,"['ct_l3', 'plvi', 'women cases']","{'Modality': 'CT_L3', 'Metric': 'PLVI', 'Unit': 'ratio', 'Group': 'Women Cases', 'N': None, 'Value': 0.83, 'SD': 0.26, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Psoas lumbar vertebral index'}",,,,,,,,,,
anand-2020,consensus,muscle,,,,only_in_run2,"['ct_l3', 'plvi', 'women controls']","{'Modality': 'CT_L3', 'Metric': 'PLVI', 'Unit': 'ratio', 'Group': 'Women Controls', 'N': None, 'Value': 0.992, 'SD': 0.28, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Psoas lumbar vertebral index'}",,,,,,,,,,
anand-2020,consensus,muscle,,,,only_in_run2,"['ct_l3', 'plvi', 'men cases']","{'Modality': 'CT_L3', 'Metric': 'PLVI', 'Unit': 'ratio', 'Group': 'Men Cases', 'N': None, 'Value': 1.11, 'SD': 0.26, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Psoas lumbar vertebral index'}",,,,,,,,,,
anand-2020,consensus,muscle,,,,only_in_run2,"['ct_l3', 'plvi', 'men controls']","{'Modality': 'CT_L3', 'Metric': 'PLVI', 'Unit': 'ratio', 'Group': 'Men Controls', 'N': None, 'Value': 1.32, 'SD': 0.28, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Psoas lumbar vertebral index'}",,,,,,,,,,
anand-2020,consensus,bmd,,,,only_in_run1,"['women - cases', 't-score']","{'Group': 'Women - Cases', 'Mean_BMD': -2.37, 'SD_BMD': 1.4, 'Method_BMD': 'T-score', 'Notes': None}",,,,,,,,,,
anand-2020,consensus,bmd,,,,only_in_run1,"['women - controls', 't-score']","{'Group': 'Women - Controls', 'Mean_BMD': -1.27, 'SD_BMD': 1.3, 'Method_BMD': 'T-score', 'Notes': None}",,,,,,,,,,
anand-2020,consensus,bmd,,,,only_in_run1,"['men - cases', 't-score']","{'Group': 'Men - Cases', 'Mean_BMD': -1.12, 'SD_BMD': 1.2, 'Method_BMD': 'T-score', 'Notes': None}",,,,,,,,,,
anand-2020,consensus,bmd,,,,only_in_run1,"['men - controls', 't-score']","{'Group': 'Men - Controls', 'Mean_BMD': -0.127, 'SD_BMD': 1.2, 'Method_BMD': 'T-score', 'Notes': None}",,,,,,,,,,
anand-2020,consensus,bmd,,,,only_in_run2,"['women cases', 't-score']","{'Group': 'Women Cases', 'Mean_BMD': -2.37, 'SD_BMD': 1.4, 'Method_BMD': 'T-score', 'Notes': None}",,,,,,,,,,
anand-2020,consensus,bmd,,,,only_in_run2,"['women controls', 't-score']","{'Group': 'Women Controls', 'Mean_BMD': -1.27, 'SD_BMD': 1.3, 'Method_BMD': 'T-score', 'Notes': None}",,,,,,,,,,
anand-2020,consensus,bmd,,,,only_in_run2,"['men cases', 't-score']","{'Group': 'Men Cases', 'Mean_BMD': -1.12, 'SD_BMD': 1.2, 'Method_BMD': 'T-score', 'Notes': None}",,,,,,,,,,
anand-2020,consensus,bmd,,,,only_in_run2,"['men controls', 't-score']","{'Group': 'Men Controls', 'Mean_BMD': -0.127, 'SD_BMD': 1.2, 'Method_BMD': 'T-score', 'Notes': None}",,,,,,,,,,
anand-2020,consensus,or,,,,only_in_run1,"['fracture', 'total psoas cross-sectional area', 'univariable']","{'Outcome': 'Fracture', 'Predictor': 'Total psoas cross-sectional area', 'Analysis': 'Univariable', 'Effect': 12, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': '0.005', 'Covariates': 'None', 'Notes': None}",,,,,,,,,,
anand-2020,consensus,or,,,,only_in_run1,"['fracture', 'psoas lumbar vertebral index', 'univariable']","{'Outcome': 'Fracture', 'Predictor': 'Psoas lumbar vertebral index', 'Analysis': 'Univariable', 'Effect': 2.29, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': '0.064', 'Covariates': 'None', 'Notes': None}",,,,,,,,,,
anand-2020,consensus,or,,,,only_in_run1,"['fracture', 'old fractures', 'univariable']","{'Outcome': 'Fracture', 'Predictor': 'Old fractures', 'Analysis': 'Univariable', 'Effect': 12, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': '<0.001', 'Covariates': 'None', 'Notes': None}",,,,,,,,,,
anand-2020,consensus,or,,,,only_in_run1,"['fracture', 'old fracture', 'multivariable']","{'Outcome': 'Fracture', 'Predictor': 'Old fracture', 'Analysis': 'Multivariable', 'Effect': 7.049, 'CI_Lower': 1.456, 'CI_Upper': 34.132, 'P_Value': '0.015', 'Covariates': 'Sarcopenia, Body mass index, T-score', 'Notes': None}",,,,,,,,,,
anand-2020,consensus,or,,,,only_in_run1,"['fracture', 'sarcopenia', 'multivariable']","{'Outcome': 'Fracture', 'Predictor': 'Sarcopenia', 'Analysis': 'Multivariable', 'Effect': 2.709, 'CI_Lower': 0.25, 'CI_Upper': 29.296, 'P_Value': '0.412', 'Covariates': 'Old fracture, Body mass index, T-score', 'Notes': None}",,,,,,,,,,
anand-2020,consensus,or,,,,only_in_run1,"['fracture', 'body mass index', 'multivariable']","{'Outcome': 'Fracture', 'Predictor': 'Body mass index', 'Analysis': 'Multivariable', 'Effect': 0.967, 'CI_Lower': 0.838, 'CI_Upper': 1.116, 'P_Value': '0.645', 'Covariates': 'Old fracture, Sarcopenia, T-score', 'Notes': None}",,,,,,,,,,
anand-2020,consensus,or,,,,only_in_run1,"['fracture', 't-score', 'multivariable']","{'Outcome': 'Fracture', 'Predictor': 'T-score', 'Analysis': 'Multivariable', 'Effect': 0.604, 'CI_Lower': 0.377, 'CI_Upper': 0.969, 'P_Value': '0.036', 'Covariates': 'Old fracture, Sarcopenia, Body mass index', 'Notes': None}",,,,,,,,,,
anand-2020,consensus,or,,,,only_in_run2,"['sarcopenia', 'total psoas cross-sectional area', 'univariable']","{'Outcome': 'Sarcopenia', 'Predictor': 'Total psoas cross-sectional area', 'Analysis': 'Univariable', 'Effect': 12.0, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': '0.005', 'Covariates': 'None', 'Notes': 'Odds ratio'}",,,,,,,,,,
anand-2020,consensus,or,,,,only_in_run2,"['sarcopenia', 'psoas lumbar vertebral index', 'univariable']","{'Outcome': 'Sarcopenia', 'Predictor': 'Psoas lumbar vertebral index', 'Analysis': 'Univariable', 'Effect': 2.29, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': '0.064', 'Covariates': 'None', 'Notes': 'Odds ratio'}",,,,,,,,,,
anand-2020,consensus,or,,,,only_in_run2,"['sarcopenia', 'old fractures', 'univariable']","{'Outcome': 'Sarcopenia', 'Predictor': 'Old fractures', 'Analysis': 'Univariable', 'Effect': 12.0, 'CI_Lower': None, 'CI_Upper': None, 'P_Value': '<0.001', 'Covariates': 'None', 'Notes': 'Odds ratio'}",,,,,,,,,,
anand-2020,consensus,or,,,,only_in_run2,"['sarcopenia', 'old fracture', 'multivariable']","{'Outcome': 'Sarcopenia', 'Predictor': 'Old fracture', 'Analysis': 'Multivariable', 'Effect': 7.049, 'CI_Lower': 1.456, 'CI_Upper': 34.132, 'P_Value': '0.015', 'Covariates': 'Sarcopenia, Body mass index, T-score', 'Notes': 'Odds ratio'}",,,,,,,,,,
anand-2020,consensus,or,,,,only_in_run2,"['sarcopenia', 'sarcopenia', 'multivariable']","{'Outcome': 'Sarcopenia', 'Predictor': 'Sarcopenia', 'Analysis': 'Multivariable', 'Effect': 2.709, 'CI_Lower': 0.25, 'CI_Upper': 29.296, 'P_Value': '0.412', 'Covariates': 'Old fracture, Body mass index, T-score', 'Notes': 'Odds ratio'}",,,,,,,,,,
anand-2020,consensus,or,,,,only_in_run2,"['sarcopenia', 'body mass index', 'multivariable']","{'Outcome': 'Sarcopenia', 'Predictor': 'Body mass index', 'Analysis': 'Multivariable', 'Effect': 0.967, 'CI_Lower': 0.838, 'CI_Upper': 1.116, 'P_Value': '0.645', 'Covariates': 'Old fracture, Sarcopenia, T-score', 'Notes': 'Odds ratio'}",,,,,,,,,,
anand-2020,consensus,or,,,,only_in_run2,"['sarcopenia', 't-score', 'multivariable']","{'Outcome': 'Sarcopenia', 'Predictor': 'T-score', 'Analysis': 'Multivariable', 'Effect': 0.604, 'CI_Lower': 0.377, 'CI_Upper': 0.969, 'P_Value': '0.036', 'Covariates': 'Old fracture, Sarcopenia, Body mass index', 'Notes': 'Odds ratio'}",,,,,,,,,,
anand-2020,consensus,prevalence,,,,only_in_run1,"['vertebral fracture', 'low total psoas cross-sectional area']","{'Outcome': 'Vertebral Fracture', 'Exposure': 'Low Total psoas cross-sectional area', 'Cases_Exp': 15, 'Cases_Unexp': 36, 'Controls_Exp': 4, 'Controls_Unexp': 47, 'Total_Cases': 51, 'Total_Controls': 51, 'P': '0.005', 'Prevalence_pct': '29.4 vs 7.8', 'Notes': None}",,,,,,,,,,
anand-2020,consensus,prevalence,,,,only_in_run1,"['vertebral fracture', 'low psoas lumbar vertebral index']","{'Outcome': 'Vertebral Fracture', 'Exposure': 'Low Psoas lumbar vertebral index', 'Cases_Exp': 23, 'Cases_Unexp': 28, 'Controls_Exp': 14, 'Controls_Unexp': 37, 'Total_Cases': 51, 'Total_Controls': 51, 'P': '0.064', 'Prevalence_pct': '45.1 vs 27.5', 'Notes': None}",,,,,,,,,,
anand-2020,consensus,prevalence,,,,only_in_run1,"['vertebral fracture', 'history of old fractures']","{'Outcome': 'Vertebral Fracture', 'Exposure': 'History of Old fractures', 'Cases_Exp': 29, 'Cases_Unexp': 22, 'Controls_Exp': 7, 'Controls_Unexp': 44, 'Total_Cases': 51, 'Total_Controls': 51, 'P': '<0.001', 'Prevalence_pct': '56.9 vs 13.7', 'Notes': None}",,,,,,,,,,
anand-2020,consensus,prevalence,,,,only_in_run2,"['sarcopenia (total psoas cross-sectional area)', 'sarcopenia']","{'Outcome': 'Sarcopenia (Total psoas cross-sectional area)', 'Exposure': 'Sarcopenia', 'Cases_Exp': 15, 'Cases_Unexp': 36, 'Controls_Exp': 4, 'Controls_Unexp': 47, 'Total_Cases': 51, 'Total_Controls': 51, 'P': '0.005', 'Prevalence_pct': '29.4 vs 7.8', 'Notes': None}",,,,,,,,,,
anand-2020,consensus,prevalence,,,,only_in_run2,"['sarcopenia (psoas lumbar vertebral index)', 'sarcopenia']","{'Outcome': 'Sarcopenia (Psoas lumbar vertebral index)', 'Exposure': 'Sarcopenia', 'Cases_Exp': 23, 'Cases_Unexp': 28, 'Controls_Exp': 14, 'Controls_Unexp': 37, 'Total_Cases': 51, 'Total_Controls': 51, 'P': '0.064', 'Prevalence_pct': '45.1 vs 27.5', 'Notes': None}",,,,,,,,,,
anand-2020,consensus,prevalence,,,,only_in_run2,"['old fractures', 'old fractures']","{'Outcome': 'Old fractures', 'Exposure': 'Old fractures', 'Cases_Exp': 29, 'Cases_Unexp': 22, 'Controls_Exp': 7, 'Controls_Unexp': 44, 'Total_Cases': 51, 'Total_Controls': 51, 'P': '<0.001', 'Prevalence_pct': '56.9 vs 13.7', 'Notes': None}",,,,,,,,,,
bekele-2025,consensus,study,Population,"Patients with osteoporotic vertebral fractures (OVFs), median age 81 (74-85) years, 66.2% females.",Patients with osteoporotic vertebral fractures (OVFs) and patients with AOSpine type A3 and A4 fractures of Th11-L2,,,,,,,,,,,,,
bekele-2025,consensus,study,First_Author,,null,,,,,,,,,,,,,
bekele-2025,consensus,study,sarcopenia_guideline,,study-specific,,,,,,,,,,,,,
bekele-2025,consensus,study,Quality_Notes,Sarcopenia definition is vague; specific established PMI cut-off values or the guideline/source for these values are not stated.,"The provided text contains two distinct, unrelated study excerpts merged together.",,,,,,,,,,,,,
bekele-2025,consensus,study,index_fracture_treatment,not_specified,mixed,,,,,,,,,,,,,
bekele-2025,consensus,study,Year,2024,,,,,,,,,,,,,,
bekele-2025,consensus,study,post_fracture_outcome_type,,multiple,,,,,,,,,,,,,
bekele-2025,consensus,study,Total_N,142,309,,,,,,,,,,,,,
bekele-2025,consensus,study,Follow_up_Period,,Minimum 12 months (second study); null (first study),,,,,,,,,,,,,
bekele-2025,consensus,study,Sarcopenia_Definition,"Sarcopenia was defined using established Psoas Muscle Index (PMI) cut-off values. PMI was calculated as psoas muscle cross-sectional area (pCSA) at L4 vertebral level normalized by height^2 (pCSA/height^2), measured from axial spinal CT images.",Psoas muscle index (PMI = pCSA/height^2) using established PMI cut-off values.,,,,,,,,,,,,,
bekele-2025,consensus,study,muscle_cutoff_source,,study-specific,,,,,,,,,,,,,
bekele-2025,consensus,study,Time_Period,January 2022 and June 2024,January 2022 to June 2024 (first study); 2009 to 2022 (second study),,,,,,,,,,,,,
bekele-2025,consensus,study,Journal,,null,,,,,,,,,,,,,
bekele-2025,consensus,study,Fracture_Type,OVFs (Osteoporotic Vertebral Fractures). No grading method stated.,OVFs (first study); AOSpine type A3 and A4 (second study),,,,,,,,,,,,,
bekele-2025,consensus,study,Country,,null,,,,,,,,,,,,,
bekele-2025,consensus,study,is_post_fracture_study,False,True,,,,,,,,,,,,,
bekele-2025,consensus,groups,,,,only_in_run1,['total (ovfs study)'],"{'Group': 'Total (OVFs study)', 'N': 142, 'Female_N': 94, 'Mean_Age': None, 'SD_Age': None, 'Median_Age': 81, 'IQR_Age': '74-85', 'Mean_BMI': None, 'SD_BMI': None, 'Age_Notes': None}",,,,,,,,,,
bekele-2025,consensus,groups,,,,only_in_run1,['sarcopenia (ovfs study)'],"{'Group': 'Sarcopenia (OVFs study)', 'N': 103, 'Female_N': None, 'Mean_Age': None, 'SD_Age': None, 'Median_Age': None, 'IQR_Age': None, 'Mean_BMI': None, 'SD_BMI': None, 'Age_Notes': None}",,,,,,,,,,
bekele-2025,consensus,groups,,,,only_in_run1,['non-sarcopenia (ovfs study)'],"{'Group': 'Non-sarcopenia (OVFs study)', 'N': 39, 'Female_N': None, 'Mean_Age': None, 'SD_Age': None, 'Median_Age': None, 'IQR_Age': None, 'Mean_BMI': None, 'SD_BMI': None, 'Age_Notes': None}",,,,,,,,,,
bekele-2025,consensus,groups,,,,only_in_run1,['total (aospine fractures study)'],"{'Group': 'Total (AOSpine fractures study)', 'N': 167, 'Female_N': 84, 'Mean_Age': 41.8, 'SD_Age': 14.0, 'Median_Age': None, 'IQR_Age': None, 'Mean_BMI': None, 'SD_BMI': None, 'Age_Notes': None}",,,,,,,,,,
bekele-2025,consensus,groups,,,,only_in_run2,['total (study 1)'],"{'Group': 'Total (Study 1)', 'N': 142, 'Female_N': 94, 'Mean_Age': None, 'SD_Age': None, 'Median_Age': 81, 'IQR_Age': '74-85', 'Mean_BMI': None, 'SD_BMI': None, 'Age_Notes': None}",,,,,,,,,,
bekele-2025,consensus,groups,,,,only_in_run2,['total (study 2)'],"{'Group': 'Total (Study 2)', 'N': 167, 'Female_N': 84, 'Mean_Age': 41.8, 'SD_Age': 14.0, 'Median_Age': None, 'IQR_Age': None, 'Mean_BMI': None, 'SD_BMI': None, 'Age_Notes': None}",,,,,,,,,,
bekele-2025,consensus,muscle,,,,only_in_run1,"['anthropometry', 'bmi', 'sarcopenia']","{'Modality': 'Anthropometry', 'Metric': 'BMI', 'Unit': 'kg/m2', 'Group': 'Sarcopenia', 'N': 103, 'Value': None, 'SD': None, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': None, 'Notes': 'Significantly lower BMI compared to non-sarcopenia group. Specific values referred to Fig. 1.'}",,,,,,,,,,
bekele-2025,consensus,muscle,,,,only_in_run1,"['anthropometry', 'bmi', 'non-sarcopenia']","{'Modality': 'Anthropometry', 'Metric': 'BMI', 'Unit': 'kg/m2', 'Group': 'Non-sarcopenia', 'N': 39, 'Value': None, 'SD': None, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': None, 'Notes': 'Significantly higher BMI compared to sarcopenia group. Specific values referred to Fig. 1.'}",,,,,,,,,,
bekele-2025,consensus,or,,,,only_in_run1,"['multiple fractures', 'sarcopenia', 'logistic regression']","{'Outcome': 'Multiple fractures', 'Predictor': 'Sarcopenia', 'Analysis': 'Logistic regression', 'Effect': 2.78, 'CI_Lower': 1.1, 'CI_Upper': 6.9, 'P_Value': '0.027', 'Covariates': 'None', 'Notes': 'OR'}",,,,,,,,,,
bekele-2025,consensus,or,,,,only_in_run2,"['multiple fractures', 'sarcopenia', 'multivariable']","{'Outcome': 'Multiple fractures', 'Predictor': 'Sarcopenia', 'Analysis': 'Multivariable', 'Effect': 2.78, 'CI_Lower': 1.1, 'CI_Upper': 6.9, 'P_Value': '0.027', 'Covariates': 'None', 'Notes': 'OR'}",,,,,,,,,,
bekele-2025,consensus,prevalence,,,,only_in_run1,"['multiple fractures (2 or more)', 'sarcopenia']","{'Outcome': 'Multiple fractures (2 or more)', 'Exposure': 'Sarcopenia', 'Cases_Exp': 38, 'Cases_Unexp': 7, 'Controls_Exp': 65, 'Controls_Unexp': 32, 'Total_Cases': 45, 'Total_Controls': 97, 'P': '0.018', 'Prevalence_pct': '37.2 vs 18', 'Notes': None}",,,,,,,,,,
bekele-2025,consensus,prevalence,,,,only_in_run1,"['early surgical complications (grade iib)', 'laminectomy or combined approaches']","{'Outcome': 'Early surgical complications (Grade IIb)', 'Exposure': 'Laminectomy or combined approaches', 'Cases_Exp': None, 'Cases_Unexp': None, 'Controls_Exp': None, 'Controls_Unexp': None, 'Total_Cases': None, 'Total_Controls': None, 'P': '0.04', 'Prevalence_pct': None, 'Notes': None}",,,,,,,,,,
